tweet,class
السابع سلاسل بشريه لانصار  حمدين_صباحي  السويس لتاييده للرءاسه  ,2
القضاء الطبيعي  خلال تخصيص دواءر اضافيه  يستطيع انفاذ العداله دون حاجه لمحاكم استثناءيه  عسكريه او امن دوله طوارء  ,2
 الشروق اصابه 10 جنود نتيجه اطلاق مجهولين النار علي سيارتي امن مركزي بالشرقيه  ,0
عاجل هءلاء هم اشراف  مصر وكلام خطير في صميم  الاخوان    انصحكم بسماعه  ,1
في لقاء تليفزيوني له  حسن هيكل يتنصل جمال مبارك ويدافع عن هيرميس ويشرح رءيته لاقتصاد مصر اخر كلام 11م  ,0
اغلقوا معبر رفح واليوم اغلقوا معبر السلوم فاضل يقفلوا مطار القاهره ويقفلوا البلد عالرايح والجاي خربوا البلد وبرضو مش عارفين يحكموها  ,2
الاسواني قارنا نسبه التحرش الجنسي في السعوديه بالدول الاوربيه كالمانيا وبريطانيا نفاجا ان  المقال كاملا    ,2
بعد رفض ضياء رشوان  قطه النظام  تعديلات الدستور تجاهلت مقترحات نقابه الصحفيين  ,2
يعني احزاب اسلاميه فقط تصوت علي مسوده الدستور 65 عضو رفضوا اللعبه  الاصل والاحتياطي   ,0
انا راجع الساحل وساسعي للحضورباذن الله مبروك  ,0
اشاعه زي غيرها  ما موسم شكرا علي السءال عمرو  ,1
المشكله زمان لما اكتشفنا الغاز حولنا محطات الكهربا مازوت لغاز ده كان كويس لان السولار اغلي مرات  ,0
لو خايف علي الثوره فعلا ارمي مرسي والجماعه الفاشله ورا ضهرك وضم علي صف الثوره كمواطنغير كده خلي الارهاب ينفعك ومنك للناس الغضبانه بقي  ,0
في جوله الاعاده دعا الاسواني لجبهه تدعم مرسي بشروط الثوره فلما رفض الاخوان شروط الثوره دعا المقاطعه ومواقفه كلها منشوره فخور بها  ,1
السلطات تمنع الكثيرين محامي اسر الشهداء حضور محاكمه مبارك المحامون حقهم حضور المحاكمه ولا ستتحول شيء اخر غير المحاكمه  ,0
الجوله الانتخابيه للدكتور عبد المنعم ابو الفتوح اثناء مرورها بموقف الميكروباص بالحي العاشر مدينه نصر ونقاش حوله  ,2
البلتاجي مخ  ,0
المعز المذل قصه علي العريض السجن وزير داخليه تونس  ,0
لا ما عرفش المشكله انك بتتكلم عن حمل السلاح علي اساس حاجه بسيطه انا كنت بمشي لما يحصل ضرب طوب اصلا تقول لي سلاح   ,1
 المملكهالعربيهالسعوديه  جده  جده  الرياض  الدمام  الخبر  ينبع  الشرقيه  مكه  المدينه_المنوره  راقت_لي  2138449   ,2
اهمال اداره المرافق العامه بما يءدي لقتل متوال للمصريين جريمه تستحق العقاب الجناءي افتقاد الرءيه وبرامج الاصلاح فشل يستحق العقاب السياسي  ,0
في طريقي التوحيد النور سمعت واحد مجرب ان بطاطين النمر كفاءه  ,0
لابد الاسراع بنقل الوعي الانتخابي للمواطنين  الكثير الناس لا يعلمون القواعد للانتخابات وكيفيه اختيار القاءمه الحزبيه والفردي  ,0
 ماهي  علامات  محبه العبد لربه  المحبه  الحقيقيه  الشيخ_حمد_العتيق  السعوديه  الكويت  الامارات  السلفيه  ,0
 محمود درويش  ,2
الاخوان يعتدون علي حفيده مرشدهم الاسبق ويحطمون سيارتها  فحتي بيوت رموزهم لم تسلم قله الادب   ,0
يارب احمد ابن سمير يجيلك زهايمر انت صلاح سليمان هاني سعيد علشان تنسو نادي الزمالك ده يين منشوفش وش اللي جبوكو تاني  زملكاوي  ,0
لمن القانون   قريبا ستبيعون مصر ونصبح ماجورون في بلادنا   وربما نحتاج كفيل   عدلي_منصور  محلب  ,0
 حقيقه  نصيحه الافكار اللي بتجيلك قبل النوم دي لازمالها ورقه قلم عشان بجد بتبقي جامده علي المدي البعيد  اه_والله  ,1
الفجوه تزداد بين الشعب وحكامه لا استجابه حاسمه وواضحه لمطالب الثوره  ,0
في الايام قرر اهل القريه ان يصلوا صلاه الاستسقاء تجمعوا جميعهم للصلاه لكن احدهم كان يحمل معه مظله تلك الثقه في الله  ,1
غير معقول وجود قوات جيش وصاعقه في المدارس الصور مرعبه للعالم كله وجايين تقولو عايزين سياحه  ,0
يقبض انصار الاسلام السياسي اموالا مجهوله المصدر يشترون بها الاصوات وعندما ينتقدهم احد يفتحون عليه صفيحه قمامه شتاءم يعني دجل وقله ادب  ,0
كابوس متي ينتهي  ,0
شوال الفلوس سويرس مشغول اوي اليومين دول بقناه الجزيره ونازل شتيمه وتريقه وفي ضيوفها خدك بيوجعك اوي ياشوال  ,0
امي ولك في دعوه حفظك الله كل سوء ياجنتي حفظ الله امي وامهاتكم وجميع امهات المسلمين  عيد_الام  ,1
تنظيم الاخوان اصبحت اياديهم ملطخه بدماء المصريين  الساده_المحترمون  ,0
حبيبان ان ينام القمر  جوهره  محمود درويش  ,1
طبيب يداوي الناس عليل قصه ماخوذه صميم الحياه المصريه صح اعتبارها حياه  ,0
 تحيا_مصر     سانتخب_السيسي  ,1
لم تعد مصر تحتمل تكرر دواءر العنف والعنف المضاد  ولم تعد تحتمل التهاوي المرعب في قدرات الدوله  ,0
الفلول والثوار يقولون نفس الكلام لكن يجب الا يختلط الامرالثوار ضد الاخوان اجل الثوره والفلول ضد الاخوان اجل السلطه لا يلتقيان  ,2
اقبال المصريين علي التصويت في الانتخابات ضمانه لبرلمان يعبر عن الشعب وانتخاب ممثلين لشباب الثوره ضمانه لبرلمان يستكمل مهام ثورتنا  ,1
الفيديو بتاع وجدي غنيم ريحته  فسسسس  ,0
منتخب مصر لازم يغير الفانله بتاعتو عشان مش لايقه علي شيكابالا  ,0
سوريا ترتكب بها جراءم ضد الانسانيه ان بدات انتفاضه شعبها الشقيق لحظتها ومصر والعرب والعالم يتخاذلون عن نصره السوريين  ,0
 مصر مش تكيه      هاشتاج  ابن_المثاليه  ,0
 احمد_موسي ما استطاع الرد علي  باسم_يوسف جعله مسخره المصريين ويتطاول فقط علي  الرءيس المنتخب شعب  مصر  ,0
قرار جمهوري بتعيين رءيس الجمهوريه اصدق انتخابات  تعبيريه  مقصور حق الترشح علي خمسه افراد لنقاطع العبث كفانا خداع للشعب  ,2
غزه انتهي صوتها تصرخ  والجميع في سبات مميت     غزه_تحت_القصف  ,0
جيش السيسي يهدم بيوتنا  لاقامه منطقه عازله بين سيناء وغزه اين اقنيه التصهين  لا ورواري العربيه يلطم  ولا منتهاه  ,0
محمد عمر وامثاله قبل ايام قليله انتقدت الاخوان بشده لجلوسهم مع هيكل وقلت خيانه للثوره والثوار والشهداء  ,0
عظيم علي شعب عظيم باذن الله حشود المصريين وهتافاتهم وسلميتهم تحرك الصخر النصر قادم وما النصر الا عند الله  ,1
الشرطه تاريخها كله اكاذيب لكن الاخوان لم يصدقوا في حياتهم واكاذيبهم اكثر الشرطه ولديهم ماكينه تبرير تنكر الشمس الساطعه لابد تحقيق  ,0
جمعيه تاسيسيه كافره  ,0
شبيسي ليز اللي كان عليه طماطميه كبيره  مقدرش_انسي  ,1
انا بكره الصبح مسافر  مدايق وفرحان واحد يقولي الاتنين اقوله اه  افكار_ع_المخده  ,2
اجمل ماشاهدت في حياتي اكبر نجوم هوليود وهما عالمسرح بيتجمعوا لقرايه كتاب هوارد زن عن التاريخ الشعبي لتوصيله للناس  ,1
